Unnamed: 0;Clothing.ID;Age;Title;Review.Text;Rating;Recommended.IND;Positive.Feedback.Count;Division.Name;Department.Name;Class.Name;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Review.Sentiment;Title.Sentiment;Review.Sentiment.Numeric;Title.Sentiment.Numeric
463;850;23;Great too but not for women who have a large bust.;It's hard enough for women to find clothing that will make them look as beautiful as they feel but add a bigger bust size (i'm a 36dd) and it makes it this much harder. i ordered this top because of how beautiful it looked on the model and the price. when it arrived i was so excited! retailer does such a beautiful job with the way they handle their items! it was wrapped beautiful and no damage. i ordered a size 8 knowing that my chest could be a potential problem. the too itself is gorgeous! i did;3.0;0;1;General Petite;Tops;Blouses;;;;;;;;;positive;positive;1;1
473;850;68;Gorgeous top with a hint of pizazz;I love this top! it's easily both day and night-worthy with a splash of sexiness in a front peek-a-boo design. lovely embossed design all over.;5.0;1;3;General Petite;Tops;Blouses;;;;;;;;;positive;positive;1;1
474;204;30;Else lingerie jardin silk bralette review;This bra is extremely comfortable and surprisingly supportive considering the lack of padding or firm material. it also runs large.;5.0;1;0;Initmates;Intimate;Intimates;;;;;;;;;positive;positive;1;1
477;1078;52;Fun dress;Extremely flattering. an easy dress to wear - good choice for both day and evening;5.0;1;1;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
484;833;39;I tried this on in store and since my usual size 6 wasn't available i tried on a 4. it was a little snug in the upper sleeves and shoulders but was lovely otherwise. i passed on it and waited for it to go on sale to order it online. i got it in my usual size 6 but it seemed to me like it was 2 sizes bigger than the 4. i have decided to keep it but i just wasn't thrilled with the fit.;4;1.0;1;General;Tops;Blouses;;;;;;;;;;negative;negative;-1;-1
488;850;51;So pretty and great style;I had to order this blouse since it is named after the town i live in. it does not disappoint. the flowers are so pretty and it has great style. there is a little piece in the neckline so it is not too revealing. the sleeves are loose and cover the bra strap underneath. the back has a little bit of elastic so it does not look like a maternity shirt and it gives you some shape. i can't wait for it to warm up and to wear this!;5.0;1;4;General Petite;Tops;Blouses;;;;;;;;;positive;positive;1;1
489;850;39;Perfect trans top.  skinnies or boyfriend and booties.  love the mixed prints;5;1.0;0;General Petite;Tops;Blouses;;;;;;;;;;negative;positive;-1;1
490;831;55;Retailer like it used to be!;"This top reminds me of the special tops i got ""once upon a time""...when retailer adopted a more curatorial approach to their store. this is a beautifully-made top...quite dramatic but comfortable. i've received many compliments each time i've worn it. it has wonderful drapery and movement.";5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;negative;1;-1
491;833;42;Lovely;This blouse is so pretty and well made. it will be a new favorite with dark jeans and boots. it is very boho and a lovely blouse to feel dressed up a bit on a jeans day. loose in a flattering way (it does not look like a maternity top). very happy!;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
494;1104;39;5;1;0.0;General;Dresses;Dresses;;;;;;;;;;;negative;negative;-1;-1
499;850;33;Boxy;Cropped and wide- would look cuter on someone who is more petite. was too wide and cropped for me. very sheer.;3.0;0;0;General Petite;Tops;Blouses;;;;;;;;;negative;negative;-1;-1
503;1078;39;Love this dress;Very comfortable and versatile. got lots of compliments.;5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
506;833;56;Love the fabric & lace on this top. like other reviews said the arm area is tight where the lace meets the fabric which makes the fit uncomfortable. sadly this top is going back. if you have very skinny upper arms this top will fit fine.;4;1.0;0;General;Tops;Blouses;;;;;;;;;;negative;negative;-1;-1
510;1078;36;Best fitting dress;Love love this dress. fits so great. i normally wouldn't have picked this dress. more preppy than my normal style. fits amazing. my hubby has complimented me more on this dress than anything else i've ever owned. the fit & flare style is super flattering i felt it fit tts.;5.0;1;8;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
515;1081;35;Elegant and well made;This dress caught my eye because i don't have anything like it. i wear between a m & l and preferred the large in this dress because i have a large bust. i usually wear a 10 in slacks and 12 in tops. i love the lace on this dress because it looks very delicate in the picture but it is very heavy and well sewn onto the fabric. it is durable while still looking elegant. i also like that it is in navy and not black. it is also nicely lined. i plan on wearing a colorful scarf with this dress.;5.0;1;3;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
516;833;60;Lovely;A beautiful combination of eyelet with a soft fabric which lays beautifully. this does not make you look bigger then you are and i kept tts so the eyelet did not pull. mine fits perfectly. i personally will wear a cami under it as it is a bit sheer for me. it has an almost peacock print to it in colors of brown and tan. the black buttons down the back adds interest and charm. just adore it!;5.0;1;3;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
517;1081;53;Well made;This dress looks great on me. it gives a slender appearance which hides a lot and it's easy and comfortable to wear.;5.0;1;1;General Petite;Dresses;Dresses;;;;;;;;;positive;negative;1;-1
519;850;48;Weird color and fit;Color is not like photo and fit doesn't work if you're busty;2.0;0;0;General Petite;Tops;Blouses;;;;;;;;;positive;negative;1;-1
520;850;37;5;1;0.0;General Petite;Tops;Blouses;;;;;;;;;;;negative;negative;-1;-1
521;984;42;Looks better on;I first saw this jacket hanging at the store and it didn't look very cute. i saw it again on sale so i decided to try it on. i'm so glad i did! the inside gray material is so soft. i have broad shoulders and this jacket did not hinder my arms at all. it is very comfortable. i bought the x-small and was very surprised at how roomy it was. the sleeves are a tad bit long but the gray inner lining has an elastic cuff so it can be pushed up. not sure if the xx-small would've been too small or if the;5.0;1;0;General;Jackets;Jackets;;;;;;;;;positive;negative;1;-1
524;1104;39;1;0;0.0;General;Dresses;Dresses;;;;;;;;;;;negative;negative;-1;-1
525;1104;26;Great dress;I absolutely love everything about this dress. it can be dressed up or down. no complaints.;5.0;1;4;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
526;1078;25;Cute and fun!;The horizontal lines on the skirt and top gives the wearer and very nice dress. i am short so i got the 6 petite and it fits perfectly. the fabric is thick and stretchy.;5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
527;850;34;The right kind of casual;This is a great top to pair with jeans to step a casual night up a notch.;5.0;1;1;General Petite;Tops;Blouses;;;;;;;;;positive;negative;1;-1
528;850;25;5;1;0.0;General Petite;Tops;Blouses;;;;;;;;;;;negative;negative;-1;-1
531;984;61;Top coat;Top of the line! very well made and on sale to boot. i love the style and received a compliment from my sister when i wore it. i love the layered look.;5.0;1;0;General;Jackets;Jackets;;;;;;;;;positive;positive;1;1
533;833;56;Sleeves are really small;This shirt is really pretty but the sleeves are so small. i normally wear between a 4 to a 6 or a size medium and i could not get this shirt on. i wish it fit but a size large would have been way to long and loose.;3.0;1;0;General;Tops;Blouses;;;;;;;;;positive;negative;1;-1
535;850;39;Perfect top!;This blouse fit better than i expected. looks great with jeans and is an easy go to top!;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
537;984;53;5;1;0.0;General;Jackets;Jackets;;;;;;;;;;;negative;negative;-1;-1
538;850;45;Perfect balance of classy and sexy;"I love this top! not sure if i would picked it up in the store; i received it as a gift from my husband. kudos to him as it was a great choice. i love that the sheerness and lace make me feel a little sexy but the long sleeves and camisole offer the modesty i tend to crave. really beautiful and can be worn either with jeans or a dressier skinny pant for a night out. hd in paris never fails to please with their aesthetic and quality.";5.0;1;1;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
539;850;28;Great top;This top is great for spring- it's super light and can be dressed up or down depending on what you're wearing it for. fits true to size and is great quality.;4.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
542;984;46;Love love love this jacket!! great spring and fall weather.. very stylish!!;5;1.0;0;General;Jackets;Jackets;;;;;;;;;;negative;positive;-1;1
543;984;56;5;1;0.0;General;Jackets;Jackets;;;;;;;;;;;negative;negative;-1;-1
545;1104;35;Great fit;I purchased this dress because i have a similar one with a linen skirt from the spring. the skirt on this dress is a heavier fabric and it lays very nicely. the top provides good coverage for my larger chest and i took my typical xs size. i would definitely recommend this purchase.;5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
550;850;44;Feminine and pretty;This top is gorgeous and versatile. i wear it with jeans and dress it up with a skirt. so happy to have this in my wardrobe.;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
555;1078;45;5;1;0.0;General;Dresses;Dresses;;;;;;;;;;;negative;negative;-1;-1
556;984;35;Love! my new favorite jacket!;"I was looking for a stylish spring/fall jacket and this one seemed to fit the bill. i was shocked by the quality and softness of the material and construction of this jacket. i could honestly not believe how comfortable and cute this felt and looked on me. i can't wear it enough! i am a short 5'2"" but 36d and have 31"" waist so i ordered a size m and l to see which would work best. as it turned out the m fit with plenty of room! i am normally a 12/14 so i was surprised by this. if you are on the";5.0;1;0;General;Jackets;Jackets;;;;;;;;;positive;positive;1;1
558;1086;32;Love the lace detail;I really wanted this to work. for me the arm cutout was too wide. a cap or lace flutter sleeve would've worked . also expected a little more length felt like the petite length.;4.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
562;1094;34;A must buy!!;"I tried this dress on and felt amazing in it.  i got home and showed my husband my purchases.  i told him i wasn't sure if i should have bought this one and told him to be honest with me.  he said it looked great and he was glad i bought it.  so great for a spring wedding. fits true to size.  i am 125 5'4"" c-cup and i bought my normal size 0.  this made my waist look really small.";5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
563;995;48;5;1;0.0;General;Bottoms;Skirts;;;;;;;;;;;negative;negative;-1;-1
572;820;44;4;1;0.0;General;Tops;Blouses;;;;;;;;;;;negative;negative;-1;-1
575;833;65;1;0;0.0;General;Tops;Blouses;;;;;;;;;;;negative;negative;-1;-1
581;1037;38;3;0;0.0;General;Bottoms;Jeans;;;;;;;;;;;negative;negative;-1;-1
584;1060;39;Not for me;Well made. made my hips looks giant. just not my style unfortunately. i'd have to work at preschool or on a ship to pull this off. i'm 5'3 120-123lbssize 6-8. i got the size 6 (not petite cuz they were sold out).;3.0;0;0;General;Bottoms;Pants;;;;;;;;;negative;negative;-1;-1
589;875;46;Awkward style;Fits very strange. odd cut. does not look well on.;2.0;0;1;General;Tops;Knits;;;;;;;;;negative;negative;-1;-1
